🗣 Attention future Illini  The freshman application deadline for Fall 2022 admission is due TONIGHT at 11:59 p.m. CST.  Best of luck::: and we hope to see you on campus this coming fall. 🧡,2022-01-05 11:46:00,One of the best decisions I ever made was to attend U of I!! Graduated Class of 2002,Welcome to the future UIUC students.,Thanks 🙏😊 I see myself at UIUC for Fall2022.,👍,Should we go back Torri McTeague Alexa Majus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Four years. Free tuition. That’s #IllinoisCommitment.  Learn more and see if you might qualify ▶️ admissions.illinois.edu/commitment,2022-01-04 17:49:17,Sorry boss I have to pass on the promotion the raise will eliminate my kids tuition. Nice incentive for workers,Meanwhile College Illinois! 529 doesn’t include screw of i in its list of state schools we can get a tuition freeze for when we started saving into it. so while i saved for my kids’ tuition since they were born i knew from the jump my kids wouldn’t go to my alma mater.,I guess I’m a fool for stating a college funds for my kids !! Because we don’t get a darn penny for either of my kids. 2 kids in college and we are laying FULL price. Because we are married and we both have jobs we don’t qualify for any scholarships grants or financial aid ….,I’m surprised there’s so much hate in these comments. The fact that this program is helping so many is a miracle:::! it would have been so difficult for students like me to afford going to U of I otherwise. Let’s look at this program as a great start::: I’d love for programs to expand to families with more income. It’s wild that fafsa works off parental income while many parents do not contribute to college education.  Still commitment was is a godsend to 30% of students so that’s a major win.,"This completely irritates me. Many parents save for college tuition and are getting ""punished"" for being responsible. Never liked this school.",How lucky for them. Guess they are able to pay for it with the high cost of out of state tuition that we're paying.,Thank you donors for your commitment 💙🧡💙🧡,"Who is paying for the ""free tuition""? ...KATHLEEN",It's no surprise that UIUC should toe the line with other Illinois organizations in the mismanagement of your hard earned money.,Unfortunately getting charity is a poor motivator.,No wonder they’re so broke.,I could have used an Illinois Commitment,Where was this money 8 years ago?,👏👏 rising tide raises all boats,While the middle class drown. Thanks for nothing!,Is the state funding trade schools and apprenticeships for those not going to college who still want a good paying job?,I guess I’m a fool for stating a college funds for my kids !! Because we don’t get a darn penny for either of my kids. Valedictorian of his class and no merit based scholarships available because merit based scholarships are based on Financials not actual merit. We are paying FULL price. Because we are married and we both have jobs we don’t qualify for any scholarships grants or financial aid ….,Bryanna Kelly,Bryanna Kelly,Top fan Soedodo Hardjoamidjojo,Nicholas Gonnella welp looks like I’m only 14 years late 😆,Jenny Assignment-Help,Keeping this to myself isn't a good idea::: I decided to tell everyone so you'll benefit from her. Earn successfully in Binary Options with the help of my account manager Mrs Vanessa Shari trading platform. She's trusted and reliable Vanessa Shari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illini sunsets 🧡💙,2022-01-03 22:20:01,Absolutely breathtaking. Ours have been beautiful here too.,I am afraid this barn/long standing landmark will be torn down. So few round barns remain! What a beautiful picture!,This looks like the round barn in a park north of Kewanee::: IL. Knowing that site I think it is a sunset picture. Of course::: I could have it misidentified then I it could be either. That’s the only round barn I know of.,Do you know why the sky is blue and sunsets are orange?? Because even God is an Illini fan!!!!,“…Amid the broad green plains that nourish our land…”,Downstate Illinois will always be my home….. 🙏🏾,Amazing picture! Great job !,I am confused. Is this sunrise or sunset? The same picture was posted several hours earlier today.,Beautiful view.,Beautiful as ever !,Krista Reinking,🧡💙,Wow,Lisa Unzicker-Wilson,🧡🌞💙,Cathy Bernoski,Beautiful photo!,Awesome!,Gorgeous,Beautiful,So beautiful!,So beautiful 🤍,So pretty!,Beautiful,BEAUTIFUL,Hail to the orange!,Stunning!,Beautiful,Just gorgeous!!,Wow! Stunning!,Love it!!,Woohoo!,So Pretty,Jenny Assignment-Help,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Homecoming! 🔸🔹  Celebrate with us all week long ▶️ homecoming.illinois.edu,2020-11-30 18:00:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good news for chocolate lovers. 🍫  #ILLINOIS researchers have found evidence that ingesting cocoa flavanols can positively influence neurovascular health and brain function.  NEWS.ILLINOIS.EDU Cocoa flavanols boost brain oxygenation::: cognition in healthy adults,2020-11-27 18:03:00,I add a small spoonful of organic cocoa to my coffee!,Suzanne Gariepy McGuire,I could've told them that... or been part of the study. Just sayin',Boeun Hwang 😍,Best news !!! 🍫,Promoting cocoa and red wine to improve brain health. Yes!,Johnny Waity,Minar Shehadah keep the cocoa candles comin,Joyce Kahn,Noha Ayache,Donna Van Dyke You were right all along!,🧡💙🧡💙,think I need to bake some brownies,I credit all those Snickers and 3 Musketeers bars I ate when I was a kid for getting me through school. 😊,Judyta Juscius,Yea!,Myrna Minkoff,Janice Dorizensky !!! ❤️,I L L,Perfect::: I got a reason.,Abhinavi Madireddy,Ha::: I knew it all along!!,I'm getting smarter everyday::: lol!,Sugar🙂 baby 😍needed 😏with 🤑cool ❤️😎allowance 💸💵💰🔞🔞🔞🔞🔞 🇺🇸🇺🇸 🇨🇦🇨🇦,(XMAS OFFERING) !!! WOULD YOU LIKE TO GET A FREE $500 AMAZON GIFT CARD... FOR MORE INFORMATION CLICK ON THE LINK BELOW TO JOIN THE PLATFORM AND GET YOUR FREE OFFER NOW 👇👇👇👇👇👇👇👇👇👇👇👇 https://t.me/ joinchat/ AAAAAFKAY9ykqBKp sDDsRQ NB: Regret for those who have prejudices before getting information! 💎Payment proofs available 💎No Stress 💎No Spamming 💎No Scamming 💎No Referral Needed,Kyle Breen,"""We're loyal to you::: Illinois!""",Maggie Marzonie we are set,This ranks a close second behind developing the saliva covid test. 😉,Would be interested to read the study when published! As a flavor chemist always curious what compounds or structures provide these benefits!,Thank You UIUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An #ILLINOIS program provides schoolchildren opportunities to learn new life skills.  The iPALS Program engages K-5 children in both physical activity and nutrition instruction. And this year::: the program underwent a COVID-19 makeover.  AHS.ILLINOIS.EDU AHS researchers adapt iPALS for the COVID-19 world,2020-11-25 21:18:00,11/26/2020  https:// www.facebook.com / johnnyccchiang/ videos/ 464442577859167/  https:// www.facebook.com / 300320033502806/ posts/ 1606160236252106 /  https:// www.facebook.com / 130771133668155/ posts/ 3530697840342117 /  Taiwan For your reference...,Thank You UIUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Game day. 🏀  The 2020-2021 Men's & Women's Basketball seasons kick off today at 1 p.m. and 7 p.m. I-L-L!,2020-11-25 15:59:52,🧡💙,Thank You Fighting Illini Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feeling anxious about learning and working from home after Fall Break? Don't worry::: Technology Services at Illinois has you covered. 🙌🏽  With UIUC AnyWare::: you can access software and services from::: well::: anywhere!  TECHSERVICES.ILLINOIS.EDU UIUC AnyWare: Software Access Made Easier,2020-11-24 15:53:41,Thank You UIUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""These are the days when no ordinary work will be enough. These are the days when new and better solutions are critically needed.  These are the days for which our university was created.""  Read Chancellor Jones' 2020 State of the University address. 🔽  BLOGS.ILLINOIS.EDU 2020 State of the University Address",2020-11-23 21:53:44,Thank You UIUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One week until we kick-off Homecoming at Home 2020! 🔸🔹  We may be apart in celebration this year::: but we are still stronger together in orange and blue. From Nov. 29-Dec. 5::: connect with us virtually. View the schedule of events ▶ https://bit.ly/3lSKbtL  I-L-L!  SUN::: NOV 29::: 2020 Homecoming at Home 2020,2020-11-23 16:02:23,Happy Birth Day Hidaya,Thank You UIUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You made it.  In a year filled with unique challenges::: pressure and change::: a break has never been more deserving.  Wherever you may be spending Fall Break::: please remember to be safe::: rest and enjoy. You have earned it.,2020-11-20 20:35:57,Great job!!,Calming pic despite what’s going on in the world...,Excited to see my freshman son tomorrow!,Amen::: so true! And my Illini daughter is on her way::: almost home now! 🙏🧡💙,LMAO yet you won't approve the CR/NC,🧡💙,Nicholas Gonnella Gina Gonnella best campus in all the land 🥰🙌🏻🧡💙,That was my office view for twenty years.,Beautiful!,Yea::: 1 of the ensemble of historic resources listed in The National Register of Historic Places on St. Mary's Road.,Thank You For Your Fascinating Photo UIUC,University of Illinois:,Anna Marie Bowers,Estelle and Mia💙🧡🙏,Erin Dumont Pretty round barn picture.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This year::: #ILLINOIS was awarded more research funding from the National Science Foundation than any other university in the nation.  Our researchers regularly lead in NSF funding::: and this year::: we returned to the top spot. #PowerofI,2020-11-19 21:21:54,Such a great picture of campus,Danielle Johnson,Melissa Rose,Top fan Soedodo Hardjoamidjojo,Will any of the research focus on returning students to the classroom?,This is awesome! Oskeewowwow!,Great University,Congrats::: well-deserved! Always leading::: always on the cutting edge... outstanding work::: UIUC! 🧡💙,Perfect,So proud of Illinois Research!!,Geetha Somayajula,Lovelly,Wow!! Congratulations !,Love my U of I::: Richard BFA 1965.,Sydney McKee,You GO ILLINOIS!! I’m not surprised!! Proud of my Alma Matre!!,That is great! Kudos to those scholars!,Congratulations to winners.,Congrats,My beautiful school::: class of 1973,🧡💙,Awesome and amazing,🧡💙🧡💙🧡💙,Will the university be researching the possible cancer clusters::: beside the power plants with coal ash groundwater contamination in Illinois? https:// www.google.com/ maps/d/u/0/ viewer?mid=1FPgj YwjXFbaByLYL2CW cRJ01HFez6WK8&l l=40.0522837017 4537%2C-86.4571 9333719072&z=7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On-campus testing will continue through Fall Break and Winter Break::: with some changes in hours & locations. View the full list of changes. 👇🏽  COVID19.ILLINOIS.EDU COVID-19 Testing Locations & Hours for Fall and Winter Break,2020-11-19 16:16:00,Keep up the fantastic work!!🧡💙,Anthony Pulido,Dummies Idiots,Any information on plans to return students to the classroom?,Are there plans to make this available to the community?,Thank You For Your Brilliant Test UIUC!!,Great,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This year presented challenges unlike any in our history. But the University of Illinois was founded on the mission of working together to solve hard problems.  Join us virtually at noon on Thursday to hear from Chancellor Jones as he reflects on this year's unique challenges and how we're strategically building for the future.  EMAILS.ILLINOIS.EDU Invitation to State of the University 2020,2020-11-18 17:56:27,Thank You UIUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heroes in training 🐶  Lincoln::: Alma::: Ike::: Blue and dozens of other Illini Service Dogs are trained by Illinois students for about two years until they are ready to be placed with a companion.  The dogs learn a lot over those years::: but so do the students.  STORIED.ILLINOIS.EDU In Training: Illini Service Dogs,2020-11-17 22:01:56,Luv this 🧡 💙🐾,Emma Grassi!!!!!,Anne Bartels,Thank You For Your Fascinating Post UIUC,Love this!! Great job!! 🐾💕,Thank you for sharing this article::: which demonstrates not only the dedication that is needed to train mobility service dogs::: but also the incredibly rewarding experience that is placing a service dog with someone in need. We are proud members of the Illini community and hope to continue mobilizing the world::: four paws at a time::: for decades to come!,Awesome and amazing,Robby Goekler,Fantastic program!!! 🧡💙🐾🐾,What an incredible program. Spread the word wider please!,Bashar Emon,Is there a way to donate to this program?,So grateful for this amazing club!!💙🧡,This lifetime alum is so pleased to learn of Illini Service Dogs. Oskee Bow Wow!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Even when we're apart::: we are stronger together in orange and blue. 🔸🔹  This year::: we're bringing Illinois Homecoming 2020 to you! Connect with us all week for virtual events::: from the traditional fountain dyeing to a campus tour to game day. RSVP to the event below and check back for updates.  SUN::: NOV 29::: 2020 Homecoming at Home 2020,2020-11-17 18:13:54,I wish I can see UIUC again someday.,Thank You For Your Wonderful Post UIUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We have #ILLINOIS alumni all around the world. And one in space. 👨🏻‍🚀🚀  Alumnus Mike Hopkins is captaining the crew headed to the International Space Station. The NASA & SpaceX science mission launched yesterday and is scheduled to reach the ISS this evening. The crew will live there for the next six months. I-L-L!,2020-11-16 20:02:17,Chris Hollingsworth,DO A BARRELL ROLL!,ILL-,I will tell Dennis. We watched the launch last night::: and he didn’t say anything about this which means he doesn’t know::: if you know what I mean.😉,Godspeed! Fellow alumnus here...LAS ‘94. I was a Freshman when Mike was a Senior. We were actually in Air Force ROTC together. Although I didn’t know him that well::: I can’t think of a more deserving guy to get this kind of opportunity! 🔶🔷🇺🇸,Suraj Sharma Aryan Kumar Yadav Rushill Shah,Very cool - INI!!,Antillia Adriana,So impressive!,Always feel a sense of pride when I hear wonderful things about a fellow Illini alum...You Rock-et Mike!!,Alex,So lucky to have had him as my commencement speaker in 2014!,Godspeed Mike!,Proud to an ILLINI!,Our family follows the ISS (all you need to do is sign up to “Spot the Station” to receive notifications when it will be visible in your area!). Tonight we went out to wave to Mike Hopkins as ISS flew over next to a crescent moon::: and I took it up a notch and sang the entire Illini fight song at the top of my lungs::: complete with accompaniment by the Marching Illini on my phone! Exhilarating!,This is so cool!!,A distinguished alumnus indeed!,Best of luck::: Mike. See you when you get back. Steve Nagle::: Class of '68 Aeronautical Engineering and U of I alum::: was also an astronaut.,Was watching the launch.. Best wishes!!,Hello if you need help with your assignments::: quizzes online exam kindly hit my inbox Asap,I'm proud to be an Illini. Mike Hopkins lived 2 doors down from me in Scott Hall::: 87-88. Busy guy::: very driven::: actually spoke of being an astronaut back then. Look at him go!,People will go to great lengths to escape from this state! 🤷,I’m proud::: to be from Champaign 🙌🏾,"Wish I could have been there to hear you ""sing at the top of your lungs""!",Fantastic! Illinois is with you::: Mike Hopkins!,DaJuan Bynum,I-N-I! So proud to be a fellow Illini!,Stephanie Kenny,From one Illini to another sending blessings to you on your journey::: so proud of you! Be safe!!! I graduated in 1970 good ‘ol days on the quad💙🧡💙,Seriously- This guy should be at the top of the list of the Greatest Illini ever!!,Wow!!!,Fabulous achievement 🧡💙🧡,Definitely the best place to be right now!,So Proud of Mike.Hopkins .Who came to Illinois as a Walk On Football player who also was Enrolled in the Prestigious College of Aeronautical Engineering to become an Astronaut...... Then WORKED His way Up to BECOME Captain of the Football Team..🏈🏈🏈 🧡💙🧡,Proud former student! Great school,Javier Guizar Lou Scarpaci,Liam Nassib,WOW....That is AWESOME...Kim Campos a Proudly Illini!!,Way to represent Illini Nation::: Mike! Godspeed.,Here's the launch::: from Cocoa Beach::: last night.,I L L,Congratulations Mike! From a fellow U of I Aero and my company::: GAM Enterprises::: gearboxes are on ISS. God Speed and Go Illini!,Amazing!!! Thank u you for letting us know!,Dylan Lim,Jake Jones,Great launch. Enjoy your space time!,Yay Mike!!,At one point my husband's (Henry Sauer::: LAS 1978) company::: Accu- Grind Mfg::: had parts on the ISS. We still track it through NASA and watch it fly overhead.,Billy G Kercheval,Here is my mom::: Barbara Joffe Nelson pictured with Mike Hopkins::: University of Illinois Varsity Football Player. This photo was taken in 2011 at an event. Mom had been a secretary and student insurance coordinator and Dr. notes transcriber for the Illinois Trainers in the Training Room for years. She Loved and supported all her student athletes she met!!!!!,ILL,Carsten Gruettner Laury Ugent Kossoff Kids are in good company!,Christine Mehr Ashli Potter Wes McGuire,Sherry Hall,I-L-L,Hailey Alessandra,Natalie Hall Andrew William Hall,Hell yeah!!!!,Yay!,Jacky Vega,Impressive!! Great 🚀!,God Speed,Eva Bacon,Angie Schilsky,Awesome and amazing,ILL on ISS!,Jeannie::: Go Illini!,Filippo Pizzuti,Deforest Gould,Vivian Pérez,Awesome!,Kathleen Brooks,Erin Zgonina ♥️,👏🏻👏🏻👏🏻,Barb Leahy 😍,Theresa Ponicki Frances Ponicki,WOW!,Fantastic good luck,Awesome!,Steve Warner,Pat Koskan,Godspeed::: Mike Hopkins!,Parker Allen,Amazing!!,Jacob Edwards Jimmy Edwards,Nice!! Thanks for sharing,Awesome and good luck !,Lokesh Goyal,Myles Smith!,Go Mike!!,WAW!!! HAPPY TO BE PART OF THIS FAMILY. BEST WISHSES....,Wow!!,Awesome news!!!,Tobias Bond,Jordan Bond,Melissa Sanderson,Sue Hampton!,Michael Wurth,Go Illini 💙🧡,Gary Hinkle Carleen Malany Hinkle!,Congratulations !,Congratulations !!,Dan Jacobson Jeff Jacobson,👍,Robert Kimberly Brittany,Muriel Hayley Alison Adam Lauren Anne,,,,,,,,,,,,,,,,,,
Meat & Egg Sales::: an operation run by the Department of Animal Sciences that trains future leaders in the food industry::: provides our community with a variety of locally sourced meat and eggs. 🥩🥚  Order online from the University of Illinois Meat Science Lab at any time. They offer curbside pick-up several times a week.  MEATANDEGGSALES.ILLINOIS.EDU Meat & Egg Sales at the University of Illinois,2020-11-16 15:47:08,Monique Martinez,Adam Dziąba,Courtney Seckman,Brandi Hilton Lowe::: Marlys Mathesius Scarbrough,William Wesley White,Hello if you need help with your assignments::: quizzes online exams kindly hit my inbox,Do u have ground pork,Used them over 50 years ago.,Becki Selby Fields,Any chance you could add more pick up times for parents picking up their students this weekend?,Will there be a pickup date on 11/24?,Austin Wease,Do you ship out of state ?,Huge fans of the Meat and Egg Sales Room!,Patricia Marek Elissa Hoffman WHY did we never order meat from the university 😭,Kathryn Clark-Martin,Do you have pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Now more than ever::: kindness matters. 🧡  Today::: on World Kindness Day::: we want to thank our entire community for your continued compassion this year.  And if you're on campus::: the Wellness Ambassadors will be handing out KIND bars to celebrate.  It's always a good day to be kind.,2020-11-13 18:13:04,University of Illinois is my almater. I got my MSc degree::: 1975-1977.,wow such a handsome man :) i-l-l <3,❤️❤️❤️❤️❤️❤️,Kolten Conklen,Me::: no smart::: no money :::no dong again.,What is kindness? I’m so sorry I got caught up in radical politics because some people were routinely screaming in my face about the crisis in the humanities. Then I lashed out because of the stress. I love the U of I.,💙🧡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The future of Altgeld Hall and Illini Hall is coming into focus as the University moves forward with detailed planning for the $192 million project. The renovation project is scheduled to conclude in 2026.  LAS.ILLINOIS.EDU Timelines for Altgeld and Illini Hall Project come into focus,2020-11-12 15:33:37,Is the post office still inside Altgeld? 🧡💙,Curious what happened to full transparency?,Top fan Soedodo Hardjoamidjojo,Oh... And::: there is this issue too. Has this all been fully addressed? This sort of thing can be a sign of a much larger problem.  https:// www.propublica.o rg/article/ npr-illinois-jou rnalists-cant-r eport-freely-on -university-of- illinois-sexual -misconduct-the se-organization s-want-that-to- change,"""$192 million project to modernize and grow spaces devoted to data science and other mathematical and statistical sciences.""  Hmm.. How's the scientific integrity at the University these days?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No place like #ILLINOIS. 🧡,2020-11-11 16:02:29,So pretty! Was always one of my favorite times of the year when I was on campus!,Beste crying,♥,🧡,it’s so pretty!!,Nothing better than a sunny day::: walking the Quad with the Chimes playing.,🧡💙,Beautiful campus! I can picture myself walking through the Quad and hearing the chimes play Hail to the Orange::: hail to the Blue...!,Beautiful,I remember when they were Elms.,Got my master's degree here!,Nostalgia...!!,Love The University of Illinois::: my Almamater....,Miss this,Adithya Bellary 😍,Pranjali Mathure 😭😭❤️,Awesome 👍,So Beautiful,🎁,i'm so glad to became member of this university,Go Illini!,Andrew Raymond 😍,Love the beautiful UIUC campus.,Beautiful 🍁,Yo Kunnasin,Never tire of the view.,Full Historical places,So beautiful 😍,Would love to be there 🥰,Such a beautiful campus! Love the University of Illinois!,Simone Montagnani,Beautiful!,My beautiful forever school. Three generations and counting...,Home sick,Funny::: I don’t remember the campus ever looking this colorful! Have to admit it but suppose those trees were babies 60 years ago!,Beautiful,Beautiful,A beautiful campus like no other🧡💙🧡,Love it,😍,We have a very beautiful campus!,Truly magical in the fall! I greatly miss that aspect of my Alma Mater.,#illinoissucks,🥰,Beautiful east central Illinois.,Beautiful ❤️ !! Love University of Illinois! 🧡💙🧡💙🧡💙🧡💙🧡💙,AWESOME,How pretty!!,Beautiful!!,Andrew Fritch 😍,Lovely,Yes proudly sure,Amazing,Rachel Lynn Paul Robert,Amo!!! Love it!,Wonderful season.,Nicole Dumas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As we move toward the end of the semester and as cases rise in the State of Illinois and our community::: please take precautions to minimize COVID-19 spread over the fall and winter break. Protect your friends::: family and community by making safe decisions.  If you travel for Fall Break::: follow these guidelines:  - Do not attend parties. - Limit yourself to essential activities before traveling. - Continue to test. - If you travel for Fall Break::: plan to remain away until spring semester::: if possible.⠀ - If you return after Fall Break::: get a test as soon as possible::: and continue to test every other day for the rest of the semester.  More guidelines: bit.ly/3eLog58,2020-11-10 18:00:53,Every other day! Omg no thank you. Glad I went there in 93-97 but if those were the rules now I would not!!!!!,Ariane Taraki,Top fan Soedodo Hardjoamidjojo,Huy Truong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The show must go on. 🎵  And thanks to guidelines developed in part by Marching Illini Director Barry Houser::: musicians across the state and nation can practice and perform as safely as possible.  NEWS.ILLINOIS.EDU Marching Illini director provides guidance on band safety protocols,2020-11-09 22:49:04,Mary Larson here is the article!,Wonderful,Danielle Mirkhaef mouth hole,nice job Steven Farag,Jessie Birckelbaw we were wondering about this,Thank You For Your Brilliant Post Fighting Illini Band,"""Developed in part"" doesn't go far enough in describing the preventive practices. They have been working diligently all year.",Sam Killman,As a former flutist::: I can't imagine how a flute or piccolo could be played with that mask partially blocking the airflow over the mouthpiece.,But not 1 in person class for my junior 🤨,Ed Martinez....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A team led by #ILLINOIS was awarded $2 million to address a national shortage of cybersecurity professionals.  The project seeks to create a collaborative education and training network at a national scale.  CIRI.ILLINOIS.EDU University of Illinois leads $2 million effort to create nationwide cybersecurity education network,2020-11-06 20:30:51,Giving out money today on cash app click on the link to join https:// www.facebook.com / 110624037522221/ posts/ 111223264128965/,Stay home. Hire us to handle your academics #essay pay #assignment #homework #assignment #discussion #online classes #research paper #dissertation #maths #pay history #psychology #math #thesis #Statistics DM or visit me on Fiverr. https:// www.fiverr.com/ share/VDe7gz,Jonathon Walters,Awesome,Top fan Soedodo Hardjoamidjojo,Jodee Conner Werkheiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Join university leaders::: members of the Shield team & the Champaign-Urbana Public Health District on Friday::: Nov. 6 at noon for a conversation about the state of COVID-19 in our community::: what we have learned from the Fall 2020 semester & how we are preparing for the future.  COVID19.ILLINOIS.EDU COVID-19 Briefing Series: COVID-19 Response Update,2020-11-05 15:07:12,Stay home. Hire us to handle your academics #essay pay #assignment #homework #assignment #discussion #online classes #research paper #dissertation #maths #pay history #psychology #math #thesis #Statistics DM or visit me on Fiverr. https:// www.fiverr.com/ share/VDe7gz,State of COVID-19? Why is testing continuing when the data shows that the survival rate is greater than 99.5%?,"I think I'm going to try to watch the ""briefing"". But::: I don't trust one word coming from U of I on the subject of COVID-19::: at this point. Not one.  https:// www.youtube.com/ watch?v=A57Wof9H gKY  https:// www.youtube.com/ watch?v=PzamxhTC Tf4",I was wondering::: if during your briefing::: you all discussed the data in which the modelers used to shut down the state initially? I think it’s safe to say that after reading the Patch article titled::: “Pritzker's COVID-19 Positivity Rate 'Not Scientifically Founded'”::: it has left us all with a lot of questions::: rightfully so.  I would greatly appreciate it if someone could explain to me the importance of choosing physicist’s modeling predictions::: over those that are experts in epidemiology and/or infectious disease.  Had this method been used in recent history? If so::: when? If not::: why choose to take this route now?  Thank you.,University of Illinois...plea se tell me there is no truth to this. Please tell me and the citizens of IL that before recommending draconian measures that the models were reviewed with great scrutiny. Please help me understand why the decision was made NOT to use ACTUAL DATA. There just seem to be far too many inaccuracies for the caliber of people who should have been compiling this data and reviewing this data. How do you explain the information presented in these videos?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
